Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C Breast Cancer Screening,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Glaucoma Testing,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Screening,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Beneficiary Access and Performance Problems,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,C Call Center – Foreign Language Interpreter and TTY Availability,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",HD5: Health Plan Customer Service,SNP_x,Part C Summary,Overall,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,SNP_y,Part D Summary,Year,2014 Part D Summary Rating,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Pain Assessment,HD4: Member Complaints and Changes in the Health Plan's Performance,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,SNP,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions
H5256 ,1876 Cost ,MEDICAL ASSOCIATES CLINIC HEALTH PLAN ,Medical Associates Clinic Health Plan of Wisconsin ,"Medical Associates Clinic, P.C. ",5,4,0,0,0,5,0,0,2,0,0,0,0,Benefit not offered by plan ,5,4,5,0,0,Benefit not offered by plan ,2,3,0,5,5,5,5,5,5,5,0,5,5,0,0,0,4,4,5,0,0,0,5,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable ,2022,0,0,0,5,0,0,No ,0,0,0,0,0,0,0,0,0,0
H5262 ,Local CCP ,QUARTZ HEALTH PLAN CORPORATION ,Quartz Medicare Advantage ,University of Wisconsin Hospitals and Clincs Autho ,5,5,0,0,0,5,0,0,3,0,0,0,0,3,5,4,5,0,0,5,3,3,0,5,5,5,5,5,5,5,0,5,3,5,4,5,5,4,5,0,5,0,5,5,5,0,0,5,0,5,3,5,5,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,4,4,5,No ,5,5,5,3,5,5,5,0,0,0
H5264 ,1876 Cost ,"DEAN HEALTH PLAN, INC. ","Dean Health Plan, Inc. ",SSM Health Care Corporation ,4,5,0,0,0,5,0,0,3,0,0,0,0,Benefit not offered by plan ,5,4,5,0,0,Benefit not offered by plan ,2,3,0,5,5,5,5,5,5,5,0,5,5,5,5,0,4,4,5,0,5,0,5,Not Applicable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable ,2022,0,0,0,5,0,0,No ,0,0,0,0,0,0,0,0,0,0
H5273 ,Local CCP ,"CAREPARTNERS OF CONNECTICUT, INC. ",CarePartners of Connecticut ,"Point32Health, Inc. ",0,4,0,0,0,5,0,0,5,0,0,0,0,0,4,4,5,0,0,0,1,2,0,5,5,5,5,3,5,4,0,4,0,5,4,5,5,3,5,0,5,0,4.5,4.5,5,0,0,4,0,4,4,3,4,5,0,0,0,0,0,5,0,4,0,0,4,2022,0,0,0,4,4,4,No ,3,5,4,4,3,0,4,0,0,0
H5294 ,Local CCP ,"SUPERIOR HEALTH PLAN, INC. ",Wellcare by Allwell ,Centene Corporation ,3,3,0,0,0,5,0,0,5,0,5,0,0,0,4,5,4,0,0,2,5,5,0,4,3,4,4,4,3,4,0,4,3,3,5,5,4,4,4,0,4,0,4,4,5,0,0,4,0,4,5,5,0,3,0,0,0,0,0,5,0,0,0,0,4.5,2022,0,5,5,4,4,4,Yes ,4,3,3,5,2,5,5,0,0,0
H5302 ,Local CCP ,AETNA HEALTH INC. (GA) ,Aetna Medicare ,CVS Health Corporation ,5,4,0,0,0,1,0,0,5,0,5,0,0,0,4,4,4,0,0,0,0,0,0,3,1,4,0,3,0,0,0,3,0,0,0,5,4,4,3,0,0,0,4,4,5,0,0,0,0,3,0,2,0,5,0,0,0,0,0,5,0,0,0,0,4,2022,0,5,4,0,0,4,Yes ,5,4,4,3,5,0,5,0,0,0
H5322 ,Local CCP ,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO. ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",4,4,0,0,0,2,0,0,3,0,4,0,0,3,5,5,4,0,0,4,4,4,0,4,3,5,5,5,4,5,0,3,4,5,5,5,3,4,4,0,5,0,4.5,4.5,5,0,0,5,0,3,5,5,5,4,0,0,0,0,0,5,0,5,0,0,4,2022,0,4,5,4,4,4,Yes ,3,3,3,4,3,4,4,0,0,0
H5325 ,Local CCP ,"COVENTRY HEALTH CARE OF KANSAS, INC. ",Aetna Medicare ,CVS Health Corporation ,3,3,0,0,0,2,0,0,4,0,5,0,0,0,4,3,4,0,0,2,3,4,0,3,3,3,4,4,3,3,0,3,0,0,0,5,3,4,3,0,0,0,3.5,4,5,0,0,3,0,3,0,4,3,4,0,0,0,0,0,5,0,4,0,0,4,2022,0,4,4,3,3,4,Yes ,4,4,4,4,5,4,3,0,0,0
H5377 ,Local CCP ,"HUMANA MEDICAL PLAN OF PENNSYLVANIA, INC. ",Humana ,Humana Inc. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,5,2022,0,0,0,0,0,4,No ,5,5,5,0,0,0,3,0,0,0
H5386 ,Local CCP ,SHARP HEALTH PLAN ,Sharp Health Plan ,Sharp Healthcare ,5,5,0,0,0,4,0,0,4,0,0,0,0,0,5,5,5,0,0,4,4,2,0,4,5,5,5,5,5,5,0,5,4,5,5,4,5,4,5,0,5,0,5,5,5,0,0,5,0,5,5,5,4,5,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,5,5,4,No ,4,5,4,4,4,5,4,0,0,0
H5410 ,Local CCP ,"HEALTHSPRING OF FLORIDA, INC. ",Cigna ,CIGNA ,5,5,0,0,0,5,0,0,4,0,5,0,0,5,5,5,5,0,0,5,4,4,0,5,5,5,5,5,5,5,0,5,2,5,5,5,5,5,5,0,5,0,5,5,5,0,0,5,0,5,4,5,5,5,0,0,0,0,0,5,0,5,0,0,5,2022,0,4,5,4,5,5,Yes ,5,5,5,5,5,5,5,0,0,0
H5420 ,Local CCP ,"MEDICA HEALTHCARE PLANS, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",5,5,0,0,0,1,0,0,5,0,5,0,0,5,5,5,5,0,0,4,5,4,0,3,2,4,5,5,4,5,0,4,4,5,5,5,4,5,4,0,5,0,4.5,5,5,0,0,5,0,4,5,5,4,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,4,5,4,5,4,Yes ,4,5,4,4,5,4,5,0,0,0
H5422 ,Local CCP ,BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA ,Anthem Blue Cross and Blue Shield ,Anthem Inc. ,3,3,0,0,0,2,0,0,4,0,5,0,0,0,3,4,4,0,0,3,2,4,0,3,3,4,3,3,4,3,0,2,4,4,5,5,3,4,3,0,5,0,3.5,3.5,5,0,0,3,0,2,3,3,4,2,0,0,0,0,0,5,0,4,0,0,3,2022,0,3,4,3,3,3,Yes ,2,2,2,5,2,5,2,0,0,0
H5425 ,Local CCP ,SCAN HEALTH PLAN ,SCAN Health Plan ,SCAN Group ,5,5,0,0,0,3,0,0,4,0,5,0,0,4,5,5,5,0,0,3,4,3,0,3,3,4,3,5,2,5,0,5,4,5,5,5,4,4,3,0,5,0,4.5,4.5,5,0,0,5,0,5,4,5,4,5,0,0,0,0,0,5,0,5,0,0,4.5,2022,0,4,5,5,5,4,Yes ,4,4,4,2,4,2,4,0,0,0
H5427 ,Local CCP ,"FREEDOM HEALTH, INC. ","Freedom Health, Inc. ",Anthem Inc. ,5,5,0,0,0,2,0,0,4,0,5,0,0,5,5,5,5,0,0,5,2,3,0,3,4,3,3,4,3,5,0,4,4,5,5,5,4,5,3,0,5,0,4.5,4.5,4,0,0,5,0,4,5,5,5,2,0,0,0,0,0,4,0,5,0,0,5,2022,0,5,5,4,5,4,Yes ,4,4,4,4,5,4,5,0,0,0
H5430 ,Local CCP ,ONECARE BY CARE1ST HEALTH PLAN OF ARIZONA INC. ,WellCare ,Centene Corporation ,3,2,0,0,0,1,0,0,2,0,0,0,0,0,4,4,3,0,0,2,1,2,0,3,3,2,3,3,3,4,0,3,2,5,5,5,2,3,3,0,5,0,3,3.5,5,0,0,4,0,3,3,4,3,4,0,0,0,0,0,5,0,4,0,0,3.5,2022,0,0,0,3,3,3,No ,4,2,2,4,4,2,3,0,0,0
H5431 ,Local CCP ,"HEALTHSUN HEALTH PLANS, INC. ","HealthSun Health Plans, Inc. ",Anthem Inc. ,5,5,0,0,0,1,0,0,5,0,0,0,0,4,5,5,5,0,0,5,0,0,0,5,5,5,5,5,5,5,0,4,5,5,5,5,4,5,5,0,5,0,5,5,5,0,0,5,0,4,5,5,0,2,0,0,0,0,0,5,0,0,0,0,5,2022,0,0,0,5,5,4,Yes ,5,5,5,4,5,5,5,0,0,0
H5433 ,Local CCP ,ORANGE COUNTY HEALTH AUTHORITY ,OneCare ,Orange County Health Authority ,3,3,0,0,0,3,0,0,2,0,4,0,0,0,4,4,4,0,0,0,0,0,0,4,4,0,3,3,2,5,0,3,2,3,5,5,3,3,3,0,4,0,3.5,4,4,0,0,5,0,3,4,4,4,4,0,0,0,0,0,4,0,4,0,0,4.5,2022,0,2,4,3,4,4,Yes ,4,5,5,5,3,2,2,0,0,0
H5434 ,Local CCP ,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC. ",Florida Blue ,Guidewell Mutual Holding Corporation ,5,5,0,0,0,3,0,0,4,0,0,0,0,4,5,4,4,0,0,4,4,3,0,4,4,3,4,3,4,5,0,5,2,4,4,5,4,4,4,0,4,0,4,4,4,0,0,5,0,5,3,1,2,5,0,0,0,0,0,4,0,2,0,0,3.5,2022,0,0,0,4,4,4,No ,4,4,4,3,3,3,3,0,0,0
H5435 ,PFFS ,UNITEDHEALTHCARE INSURANCE COMPANY ,UnitedHealthcare ,"UnitedHealth Group, Inc. ",2,3,0,0,0,3,0,0,1,0,0,0,0,2,2,4,4,0,0,4,1,1,0,4,3,0,3,1,4,5,0,4,3,5,5,5,2,2,3,0,5,0,3.5,3.5,5,0,0,5,0,4,4,1,4,4,0,0,0,0,0,5,0,3,0,0,4,2022,0,0,0,4,4,4,No ,4,4,4,3,2,2,2,0,0,0
H5439 ,Local CCP ,HEALTH NET LIFE INSURANCE COMPANY ,Wellcare by Health Net ,Centene Corporation ,3,4,0,0,0,2,0,0,3,0,0,0,0,3,5,3,5,0,0,2,3,2,0,4,4,3,2,1,3,5,0,5,5,4,4,5,3,3,3,0,4,0,3.5,3.5,5,0,0,5,0,5,5,1,3,3,0,0,0,0,0,5,0,2,0,0,4,2022,0,0,0,5,5,4,No ,4,4,4,5,3,2,2,0,0,0
H5454 ,Local CCP ,"CLEAR SPRING HEALTH OF ILLINOIS, INC. ",Clear Spring Health ,Group 1001 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2022,0,0,0,0,0,0,No ,0,0,0,0,0,0,0,0,0,0
H5471 ,Local CCP ,"SIMPLY HEALTHCARE PLANS, INC. ","Simply Healthcare Plans, Inc. ",Anthem Inc. ,5,4,0,0,0,1,0,0,5,0,5,0,0,5,5,5,5,0,0,5,0,5,0,3,3,4,5,5,4,5,0,3,4,4,5,5,4,5,4,0,5,0,4.5,4.5,5,0,0,5,0,3,5,5,4,2,0,0,0,0,0,5,0,5,0,0,4,2022,0,5,5,4,4,3,Yes ,4,3,2,4,4,3,5,0,0,0
H5475 ,Local CCP ,"MERIDIAN HEALTH PLAN OF MICHIGAN, INC. ",Wellcare ,Centene Corporation ,3,3,0,0,0,2,0,0,2,0,4,0,0,1,4,5,3,0,0,2,3,3,0,3,3,0,3,2,3,5,0,4,3,5,5,5,3,3,3,0,5,0,3.5,3.5,5,0,0,5,0,4,5,3,4,4,0,0,0,0,0,5,0,4,0,0,4,2022,0,1,4,4,5,3,Yes ,2,3,2,4,2,3,4,0,0,0
H5496 ,Local CCP ,"IMPERIAL HEALTH PLAN OF CALIFORNIA, INC. ","Imperial Health Plan of California, Inc. ",Imperial Health Plan of California ,2,1,0,0,0,2,0,0,4,0,2,0,0,0,1,4,5,0,0,0,0,1,0,0,1,0,0,1,0,3,0,1,0,2,2,4,2,2,0,0,3,0,2.5,2.5,3,0,0,3,0,1,0,3,0,2,0,0,0,0,0,3,0,0,0,0,3,2022,0,1,1,2,2,3,Yes ,3,3,2,4,1,0,5,0,0,0
H5521 ,Local CCP ,AETNA LIFE INSURANCE COMPANY ,Aetna Medicare ,CVS Health Corporation ,5,5,0,0,0,5,0,0,3,0,0,0,0,4,4,5,5,0,0,4,3,2,0,4,4,4,4,4,4,5,0,5,3,5,5,5,5,4,4,0,5,0,4.5,4.5,5,0,0,5,0,5,5,3,4,5,0,0,0,0,0,5,0,4,0,0,4.5,2022,0,0,0,4,5,4,No ,4,4,4,3,5,4,3,0,0,0
H5522 ,Local CCP ,"HEALTHASSURANCE PENNSYLVANIA, INC. ",Aetna Medicare ,CVS Health Corporation ,4,4,0,0,0,5,0,0,2,0,0,0,0,3,4,4,5,0,0,3,3,3,0,5,5,5,5,5,5,5,0,5,3,5,5,5,4,4,5,0,5,0,5,5,5,0,0,5,0,5,5,4,5,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,4,5,4,No ,5,5,5,3,5,4,4,0,0,0
H5525 ,Local CCP ,"HUMANA BENEFIT PLAN OF ILLINOIS, INC. ",Humana ,Humana Inc. ,4,4,0,0,0,3,0,0,2,0,5,0,0,4,3,4,5,0,0,4,3,1,0,5,5,3,4,3,5,5,0,4,4,5,5,5,3,4,4,0,5,0,4.5,4.5,5,0,0,5,0,4,5,4,5,3,0,0,0,0,0,5,0,5,0,0,4.5,2022,0,4,5,4,5,4,Yes ,4,4,4,4,5,3,3,0,0,0
H5526 ,Local CCP ,Highmark Western and Northeastern New York Inc. ,Highmark Blue Cross Blue Shield of Western New Yor ,Highmark Health ,5,5,0,0,0,5,0,0,4,0,0,0,0,4,5,4,5,0,0,5,5,3,0,5,5,4,5,5,3,5,0,5,5,5,4,5,5,4,5,0,5,0,5,5,5,0,0,5,0,5,4,5,5,5,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,5,5,4,No ,5,5,4,3,3,5,4,0,0,0
H5533 ,Local CCP ,"UPMC HEALTH NETWORK, INC. ",UPMC for Life ,UPMC Health System ,5,5,0,0,0,5,0,0,3,0,0,0,0,2,5,4,5,0,0,5,4,2,0,5,5,4,4,4,5,5,0,4,4,5,5,5,5,4,5,0,5,0,5,5,5,0,0,5,0,4,5,4,5,5,0,0,0,0,0,5,0,5,0,0,5,2022,0,0,0,4,5,5,No ,5,5,5,4,4,4,3,0,0,0
H5549 ,Local CCP ,VNS CHOICE ,VNSNY CHOICE Medicare ,Visiting Nurse Service of New York ,5,5,0,0,0,5,0,0,5,0,4,0,0,0,5,4,4,0,0,0,3,5,0,3,3,3,3,2,3,3,0,5,5,5,4,5,5,5,3,0,5,0,4,4.5,5,0,0,3,0,5,5,4,4,4,0,0,0,0,0,5,0,4,0,0,5,2022,0,5,5,4,4,5,Yes ,5,5,5,4,5,5,5,0,0,0
H5576 ,Local CCP ,"VANTAGE HEALTH PLAN, INC. ",Vantage Health Plan ,Louisiana Health Service & Indemnity Company ,4,3,0,0,0,3,0,0,2,0,4,0,0,5,5,4,4,0,0,5,2,2,0,5,3,5,4,4,5,5,0,4,4,5,5,4,3,4,4,0,5,0,4,4.5,3,0,0,5,0,4,4,5,5,5,0,0,0,0,0,3,0,5,0,0,4.5,2022,0,3,4,4,4,5,Yes ,5,5,4,5,3,2,3,0,0,0
H5577 ,Local CCP ,"MCS ADVANTAGE, INC. ",MCS Classicare ,"Medical Card System, Inc. ",5,5,0,0,0,1,0,0,5,0,5,0,0,5,5,5,5,0,0,5,2,4,0,3,1,5,5,5,3,5,0,4,5,5,5,5,4,4,4,0,5,0,4.5,4.5,5,0,0,5,0,4,5,5,4,5,0,0,0,0,0,5,0,5,0,0,5,2022,0,4,5,5,5,4,Yes ,2,3,1,5,4,4,5,0,0,0
H5580 ,Local CCP ,MERCY CARE ,Mercy Care Advantage ,Mercy Care ,3,3,0,0,0,2,0,0,3,0,4,0,0,1,5,4,4,0,0,2,0,5,0,3,2,3,3,4,3,5,0,5,3,5,4,4,3,3,3,0,4,0,3.5,3.5,4,0,0,5,0,5,4,3,1,3,0,0,0,0,0,4,0,2,0,0,3.5,2022,0,3,5,4,5,2,Yes ,3,2,2,1,3,2,3,0,0,0
H5587 ,Local CCP ,"HEALTH CHOICE ARIZONA, INC. ",Health Choice Arizona ,Blue Cross Blue Shield of Arizona ,2,2,0,0,0,1,0,0,2,0,4,0,0,0,4,3,4,0,0,2,3,3,0,2,3,2,2,2,2,5,0,5,5,3,4,4,2,3,2,0,4,0,3.5,4,4,0,0,5,0,5,5,3,4,3,0,0,0,0,0,4,0,4,0,0,5,2022,0,4,3,5,5,4,Yes ,5,5,5,5,3,2,3,0,0,0
H5590 ,Local CCP ,"Bridgeway Health Solutions of Arizona, Inc. ",Wellcare by Allwell ,Centene Corporation ,3,3,0,0,0,2,0,0,3,0,5,0,0,0,4,4,4,0,0,2,0,3,0,2,3,2,0,2,0,4,0,4,0,3,5,5,3,3,2,0,4,0,3.5,3.5,5,0,0,4,0,4,5,3,0,3,0,0,0,0,0,5,0,0,0,0,4,2022,0,2,5,4,4,4,Yes ,3,3,3,5,3,2,4,0,0,0
H5591 ,Local CCP ,"MARTIN'S POINT GENERATIONS ADVANTAGE, INC. ",Martin's Point Generations Advantage ,"Martin's Point Health Care, Inc. ",5,5,0,0,0,5,0,0,4,0,5,0,0,2,5,4,5,0,0,4,4,1,0,4,5,5,5,5,5,5,0,5,5,5,4,5,5,4,5,0,5,0,5,5,5,0,0,5,0,5,4,5,5,3,0,0,0,0,0,5,0,5,0,0,5,2022,0,5,5,5,5,4,Yes ,5,5,5,5,4,4,3,0,0,0
H5594 ,Local CCP ,"OPTIMUM HEALTHCARE, INC. ","Optimum HealthCare, Inc. ",Anthem Inc. ,5,5,0,0,0,3,0,0,4,0,5,0,0,5,5,5,5,0,0,5,5,3,0,4,4,3,4,5,3,5,0,4,5,5,5,5,4,5,4,0,5,0,5,5,4,0,0,5,0,4,5,5,5,2,0,0,0,0,0,4,0,5,0,0,5,2022,0,5,5,5,5,4,Yes ,4,4,4,4,5,3,5,0,0,0
H5599 ,Local CCP ,NEW YORK QUALITY HEALTHCARE CORPORATION ,Wellcare by Fidelis Care ,Centene Corporation ,4,3,0,0,0,2,0,0,3,0,4,0,0,4,4,4,4,0,0,5,0,5,0,3,3,0,3,2,0,5,0,4,0,4,3,5,3,4,3,0,4,0,3.5,4,5,0,0,5,0,4,5,4,4,3,0,0,0,0,0,5,0,4,0,0,4,2022,0,0,4,5,5,3,Yes ,4,3,2,Plan not required to report ,3,3,4,0,0,0
H5608 ,Local CCP ,"DENVER HEALTH MEDICAL PLAN, INC. ","Denver Health Medical Plan, Inc. ",Denver Health and Hospital Authority ,3,4,0,0,0,3,0,0,4,0,4,0,0,0,4,5,4,0,0,5,3,3,0,2,3,2,3,2,4,5,0,4,3,5,5,5,4,4,3,0,5,0,4,4,4,0,0,5,0,4,4,4,4,5,0,0,0,0,0,4,0,4,0,0,4,2022,0,3,4,4,4,4,Yes ,3,3,3,4,4,5,5,0,0,0
H5619 ,Local CCP ,"ARCADIAN HEALTH PLAN, INC. ",Humana ,Humana Inc. ,4,5,0,0,0,2,0,0,3,0,5,0,0,3,4,5,4,0,0,4,3,2,0,4,4,3,3,4,4,5,0,4,4,5,5,5,4,4,4,0,5,0,4,4,5,0,0,5,0,4,4,4,3,4,0,0,0,0,0,5,0,4,0,0,4.5,2022,0,4,5,4,4,4,Yes ,4,4,4,4,4,3,4,0,0,0
H5628 ,Local CCP ,"MOLINA HEALTHCARE OF UTAH, INC. ",Molina Healthcare of Utah & Idaho ,"Molina Healthcare, Inc., ",2,4,0,0,0,3,0,0,4,0,4,0,0,1,3,3,4,0,0,2,3,3,0,3,4,2,4,3,4,5,0,4,3,4,3,5,3,3,3,0,4,0,3.5,3.5,5,0,0,5,0,4,2,4,4,3,0,0,0,0,0,5,0,4,0,0,4,2022,0,1,4,4,4,3,Yes ,4,3,4,4,2,4,2,0,0,0
H5644 ,Local CCP ,NETWORK HEALTH INSURANCE CORPORATION ,Network Health Medicare Advantage Plans ,"Network Health, Inc. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,4.5,2022,0,0,0,0,0,5,No ,5,5,4,5,0,0,3,0,0,0
H5649 ,Local CCP ,"CENTRAL HEALTH PLAN OF CALIFORNIA, INC. ",Central Health Medicare Plan ,"Bright Health Group, Inc. ",3,4,0,0,0,4,0,0,4,0,4,0,0,5,5,5,5,0,0,2,0,3,0,1,1,0,1,2,0,5,0,4,3,5,5,5,4,4,1,0,5,0,3.5,3.5,5,0,0,5,0,4,5,3,0,4,0,0,0,0,0,5,0,0,0,0,4,2022,0,4,5,4,5,3,Yes ,4,3,3,2,4,2,4,0,0,0
H5652 ,Local CCP ,"SIERRA HEALTH AND LIFE INSURANCE COMPANY, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",5,5,0,0,0,5,0,0,5,0,5,0,0,0,5,5,5,0,0,0,3,4,0,4,5,5,4,5,3,5,0,5,5,5,5,5,5,5,4,0,5,0,5,5,5,0,0,5,0,5,5,4,5,4,0,0,0,0,0,5,0,5,0,0,5,2022,0,5,5,5,5,5,Yes ,4,5,4,5,4,0,5,0,0,0
H5703 ,Local CCP ,SOUTH COUNTRY HEALTH ALLIANCE ,South Country Health Alliance ,South Country Health Alliance ,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,4.5,2022,0,2,0,0,0,4,Yes ,5,4,5,5,2,0,4,0,0,0
H5746 ,Local CCP ,"AMERIGROUP COMMUNITY CARE OF NEW MEXICO, INC. ",Amerigroup Community Care of New Mexico ,Anthem Inc. ,2,3,0,0,0,2,0,0,2,0,0,0,0,0,3,3,4,0,0,4,3,3,0,1,2,4,1,2,0,5,0,3,0,0,0,5,2,3,2,0,0,0,3,3,5,0,0,5,0,3,3,2,3,2,0,0,0,0,0,5,0,3,0,0,3,2022,0,0,0,4,4,2,Yes ,2,3,2,3,3,0,2,0,0,0
H5774 ,Local CCP ,"TRIPLE S ADVANTAGE, INC. ",Triple S Advantage ,Triple-S Management Corporation ,5,5,0,0,0,1,0,0,4,0,5,0,0,5,5,5,5,0,0,4,5,4,0,3,1,4,5,5,3,5,0,4,4,5,5,5,4,5,4,0,5,0,4.5,4.5,4,0,0,5,0,4,5,5,4,3,0,0,0,0,0,4,0,5,0,0,5,2022,0,2,5,4,5,4,Yes ,4,4,2,5,5,4,4,0,0,0
H5779 ,Local CCP ,"MERIDIAN HEALTH PLAN OF ILLINOIS, INC. ",Wellcare ,Centene Corporation ,3,3,0,0,0,2,0,0,3,0,0,0,0,0,2,5,4,0,0,3,2,3,0,3,3,0,0,1,0,4,0,2,1,5,5,5,3,3,0,0,5,0,3.5,3.5,5,0,0,4,0,2,3,3,0,4,0,0,0,0,0,5,0,0,0,0,4,2022,0,0,0,2,3,4,No ,4,4,3,4,4,4,4,0,0,0
H5793 ,Local CCP ,AETNA HEALTH INC. (CT) ,Aetna Medicare ,CVS Health Corporation ,4,4,0,0,0,4,0,0,3,0,0,0,0,3,5,3,5,0,0,4,1,2,0,3,4,3,3,2,4,5,0,4,3,4,5,5,4,4,3,0,5,0,4,4,5,0,0,5,0,4,4,1,4,4,0,0,0,0,0,5,0,3,0,0,4,2022,0,0,0,4,4,4,Yes ,4,5,4,2,5,4,4,0,0,0
H5810 ,Local CCP ,MOLINA HEALTHCARE OF CALIFORNIA ,Molina Healthcare of California ,"Molina Healthcare, Inc., ",3,3,0,0,0,3,0,0,5,0,4,0,0,0,5,5,4,0,0,0,0,4,0,3,2,2,4,4,0,4,0,3,3,4,0,5,4,4,3,0,5,0,3.5,3.5,5,0,0,4,0,3,4,5,0,3,0,0,0,0,0,5,0,0,0,0,3.5,2022,0,2,4,3,4,3,Yes ,3,3,2,4,2,4,4,0,0,0
H5823 ,Local CCP ,"MOLINA HEALTHCARE OF WASHINGTON, INC. ","Molina Healthcare of Washington, Inc. ","Molina Healthcare, Inc., ",2,3,0,0,0,2,0,0,4,0,4,0,0,1,4,4,4,0,0,2,0,4,0,3,3,0,0,2,0,5,0,4,3,4,4,5,3,3,0,0,4,0,3.5,3.5,5,0,0,5,0,4,4,3,0,3,0,0,0,0,0,5,0,0,0,0,4,2022,0,1,4,4,4,4,Yes ,4,3,4,4,2,5,3,0,0,0
H5826 ,Local CCP ,COMMUNITY HEALTH PLAN OF WASHINGTON ,Community Health Plan of WA Medicare Advantage ,Community Health Plan of Washington ,4,4,0,0,0,3,0,0,5,0,4,0,0,0,5,4,4,0,0,4,2,3,0,2,2,4,2,3,3,5,0,4,5,4,4,5,4,4,3,0,4,0,4,3.5,5,0,0,5,0,4,4,3,4,5,0,0,0,0,0,5,0,4,0,0,4,2022,0,2,3,5,4,4,Yes ,3,3,3,4,3,5,3,0,0,0
