,Contract Number,Organization Type,Contract Name,Organization Marketing Name,Parent Organization,C Breast Cancer Screening,C Colorectal Cancer Screening,C Cardiovascular Care – Cholesterol Screening,C Diabetes Care – Cholesterol Screening,C Glaucoma Testing,C Annual Flu Vaccine,C Improving or Maintaining Physical Health,C Improving or Maintaining Mental Health,C Monitoring Physical Activity,C Adult BMI Assessment,C Care for Older Adults – Medication Review,C Care for Older Adults – Functional Status Assessment,C Care for Older Adults – Pain Screening,C Osteoporosis Management in Women who had a Fracture,C Diabetes Care – Eye Exam,C Diabetes Care – Kidney Disease Monitoring,C Diabetes Care – Blood Sugar Controlled,C Diabetes Care – Cholesterol Controlled,C Controlling Blood Pressure,C Rheumatoid Arthritis Management,C Improving Bladder Control,C Reducing the Risk of Falling,C Plan All-Cause Readmissions,C Getting Needed Care,C Getting Appointments and Care Quickly,C Customer Service,C Rating of Health Care Quality,C Rating of Health Plan,C Care Coordination,C Complaints about the Health Plan,C Beneficiary Access and Performance Problems,C Members Choosing to Leave the Plan,C Health Plan Quality Improvement,C Plan Makes Timely Decisions about Appeals,C Reviewing Appeals Decisions,C Call Center – Foreign Language Interpreter and TTY Availability,"HD1: Staying Healthy: Screenings, Tests and Vaccines",HD2: Managing Chronic (Long Term) Conditions,HD3: Member Experience with Health Plan,"HD4: Member Complaints, Problems Getting Services, and Improvement in the Health Plan's Performance",HD5: Health Plan Customer Service,SNP,Part C Summary,D Call Center – Foreign Language Interpreter and TTY Availability,D Appeals Auto–Forward,D Appeals Upheld,D Complaints about the Drug Plan,D Beneficiary Access and Performance Problems,D Members Choosing to Leave the Plan,D Drug Plan Quality Improvement,D Rating of Drug Plan,D Getting Needed Prescription Drugs,D MPF Price Accuracy,D High Risk Medication,D Diabetes Treatment,D Medication Adherence for Diabetes Medications ,D Medication Adherence for Hypertension (RAS antagonists) ,D Medication Adherence for Cholesterol (Statins) ,DD1: Drug Plan Customer Service,"DD2: Member Complaints, Problems Getting Services, and Improvement in the Drug Plan’s Performance ",DD3: Member Experience with the Drug Plan,DD4: Patient Safety and Accuracy of Drug Pricing,Part D Summary,C Special Needs Plan (SNP) Care Management,C Care for Older Adults – Pain Assessment,HD4: Member Complaints and Changes in the Health Plan's Performance,DD2: Member Complaints and Changes in the Drug Plan’s Performance,DD4: Drug Safety and Accuracy of Drug Pricing,D Medication Adherence for Diabetes Medications,D Medication Adherence for Hypertension (RAS antagonists),D Medication Adherence for Cholesterol (Statins),D MTM Program Completion Rate for CMR,C Medication Reconciliation Post-Discharge,C Statin Therapy for Patients with Cardiovascular Disease,D Statin Use in Persons with Diabetes (SUPD),C Controlling High Blood Pressure,C Transitions of Care,C Follow-up after Emergency Department Visit for People with Multiple High-Risk Chronic Conditions,Year,Overall
6620,H3668 ,Local CCP ,"MOUNT CARMEL HEALTH PLAN, INC. ",MediGold ,Trinity Health Corporation ,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,0.0,5.0,0.0,4.5,4.0,0.0,0.0,5.0,0.0,5.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.5,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,0.0,0.0,0.0,2023,4.5
6621,H3672 ,Local CCP ,"THE HEALTH PLAN OF WEST VIRGINIA, INC. ",The Health Plan ,"The Health Plan of West Virginia, Inc. ",3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,2.0,4.0,0.0,3.0,0.0,2.0,3.0,0.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,0.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,0.0,5.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,4.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.5,2.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,2023,4.5
6622,H3706 ,Local CCP ,"GLOBALHEALTH, INC. ",GlobalHealth ,"MHH Healthcare, L.P. ",4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,0.0,4.0,0.0,3.0,2.0,0.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,0.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,0.0,4.0,1.0,4.5,5.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.5,0.0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,2023,4.5
6623,H3708 ,Local CCP ,"OKLAHOMA SUPERIOR SELECT, INC. ",American Health Advantage of Oklahoma ,Mitchell Family Office ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,3.0,0.0,4.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2023,False
6625,H3748 ,Local CCP ,"AETNA BETTER HEALTH OF WASHINGTON, INC. ",Aetna Medicare ,CVS Health Corporation ,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,5.0,0.0,4.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,0.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,2.0,0.0,5.0,0.0,3.5,5.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,2023,3
6626,H3749 ,Local CCP ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",3.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,5.0,0.0,4.0,0.0,3.0,2.0,0.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,0.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,0.0,5.0,0.0,4.5,5.0,0.0,0.0,5.0,0.0,3.0,2.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,3.5,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2023,4.5
6627,H3755 ,Local CCP ,"COMMUNITYCARE GOVERNMENT PROGRAMS, INC. ",CommunityCare Senior Health Plan (HMO) ,St Francis Health System & St John Health System ,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,5.0,0.0,3.0,0.0,2.0,2.0,0.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,0.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,4.5,4.0,0.0,0.0,5.0,0.0,5.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,3.5,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,0.0,0.0,0.0,2023,4
6628,H3777 ,Local CCP ,"EXPERIENCE HEALTH, INC. ","Experience Health, Inc. ","EXPERIENCE HEALTH, INC. ",0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,4.0,0.0,3.0,1.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,4.0,4.0,0.0,0.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,4.0,0.0,0.0,0.0,2023,4.5
6629,H3794 ,Local CCP ,"UNITEDHEALTHCARE OF WISCONSIN, INC. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",4.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,3.0,4.0,4.0,4.0,0.0,5.0,0.0,3.0,4.0,0.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,5.0,1.0,4.5,5.0,0.0,0.0,5.0,0.0,4.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,2023,4.5
6630,H3800 ,Local CCP ,PROVIDER PARTNERS HEALTH PLAN OF ILLINOIS ,Provider Partners Health Plans ,"Rifkin Managed Care Holding, LLC ",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.0,1.0,4.0,0.0,5.0,0.0,0.0,3.0,1.0,4.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.5,5.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,2023,4
6631,H3805 ,Local CCP ,"UnitedHealthcare Benefits of Texas, Inc. ",UnitedHealthcare ,"UnitedHealth Group, Inc. ",4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,5.0,0.0,4.0,0.0,4.0,2.0,0.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,0.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0,5.0,0.0,3.5,5.0,0.0,0.0,5.0,0.0,4.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.5,0.0,0.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,2023,3.5
6632,H3810 ,Local CCP ,"ALLCARE HEALTH PLAN, INC. ",AllCare Advantage ,"AllCare Health, Inc. ",2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,4.0,5.0,2.0,4.0,2.0,5.0,0.0,5.0,1.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,2023,3.5
6633,H3811 ,Local CCP ,"SAMARITAN HEALTH PLANS, INC. ",Samaritan Advantage Health Plan ,Samaritan Health Services ,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,4.0,0.0,3.0,0.0,4.0,3.0,0.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,0.0,5.0,1.0,3.0,5.0,4.0,4.0,3.0,3.0,0.0,4.0,1.0,3.5,4.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2023,3.5
6634,H3813 ,Local CCP ,"MODA HEALTH PLAN, INC. ","Moda Health Plan, Inc. ","Moda Partners, Inc. ",4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,2.0,0.0,5.0,1.0,0.0,3.0,4.0,5.0,3.0,2.0,4.0,5.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,5.0,4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.5,0.0,0.0,5.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,0.0,0.0,0.0,2023,3.5
6635,H3814 ,Local CCP ,ATRIO HEALTH PLANS ,ATRIO Health Plans ,ATRIO Health Plans ,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,2.0,0.0,5.0,3.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,0.0,5.0,2.0,0.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,5.0,0.0,5.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,2023,3
6636,H3815 ,Local CCP ,ALIGNMENT HEALTH PLAN ,Alignment Health Plan ,"Alignment Healthcare USA, LLC ",4.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,4.0,5.0,5.0,4.0,0.0,4.0,0.0,4.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,0.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,3.0,0.0,5.0,1.0,3.5,5.0,0.0,0.0,5.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,2023,4
6637,H3817 ,Local CCP ,REGENCE BLUECROSS BLUESHIELD OF OREGON ,Regence BlueCross BlueShield of Oregon ,"Cambia Health Solutions, Inc. ",4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,0.0,3.0,0.0,5.0,2.0,0.0,2.0,4.0,5.0,3.0,3.0,3.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.5,0.0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,2023,4
6638,H3822 ,Local CCP ,HEALTH CARE SERVICE CORPORATION ,"Blue Cross and Blue Shield of IL, NM ",Health Care Service Corporation ,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,5.0,0.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,0.0,5.0,0.0,3.5,5.0,0.0,0.0,5.0,0.0,4.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.5,0.0,0.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,0.0,0.0,0.0,2023,3.5
6640,H3832 ,Local CCP ,HAWAII MEDICAL SERVICE ASSOCIATION ,HMSA Akamai Advantage ,Hawaii Medical Service Association ,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,4.0,5.0,5.0,5.0,0.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,0.0,5.0,2.0,5.0,3.0,5.0,5.0,4.0,2.0,0.0,4.0,1.0,3.5,5.0,0.0,0.0,5.0,0.0,5.0,3.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,2023,3.5
6641,H3864 ,Local CCP ,PACIFICSOURCE COMMUNITY HEALTH PLANS ,PacificSource Medicare ,PacificSource ,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,4.0,0.0,3.0,0.0,4.0,2.0,0.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.0,5.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,4.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,5.0,3.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.5,0.0,0.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,2023,3.5
6642,H3890 ,Local CCP ,"HOPKINS HEALTH ADVANTAGE, INC. ",Johns Hopkins Advantage MD ,Johns Hopkins Healthcare LLC ,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,4.0,0.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,2.0,0.0,3.0,0.0,3.0,5.0,0.0,0.0,4.0,0.0,4.0,4.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.5,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0.0,0.0,0.0,2023,3
6643,H3907 ,Local CCP ,"UPMC HEALTH PLAN, INC. ",UPMC for Life ,UPMC Health System ,5.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,0.0,5.0,0.0,3.0,2.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.5,0.0,0.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,2023,5
6644,H3909 ,Local CCP ,QCC INSURANCE COMPANY ,Independence Blue Cross ,"Independence Health Group, Inc. ",4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,5.0,0.0,4.0,0.0,5.0,3.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,0.0,5.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,5.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,2023,4
6645,H3916 ,Local CCP ,HIGHMARK SENIOR HEALTH COMPANY ,Highmark Inc. ,Highmark Health ,5.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,0.0,4.0,0.0,4.0,2.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,0.0,0.0,0.0,2023,5
6646,H3923 ,Local CCP ,CAPITAL ADVANTAGE INSURANCE COMPANY ,Capital Blue Cross ,CAPITAL BLUE CROSS ,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,4.0,0.0,3.0,0.0,3.0,2.0,0.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,0.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,0.0,4.0,0.0,4.5,4.0,0.0,0.0,5.0,0.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.5,0.0,0.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,0.0,0.0,0.0,2023,4.5
6647,H3924 ,Local CCP ,GEISINGER INDEMNITY INSURANCE COMPANY ,Geisinger Gold ,Geisinger Health ,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,5.0,0.0,4.0,0.0,3.0,2.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,0.0,4.0,0.0,4.5,4.0,0.0,0.0,5.0,0.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,2023,4.5
6648,H3928 ,Local CCP ,AETNA HEALTH INC. (LA) ,Aetna Medicare ,CVS Health Corporation ,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,0.0,3.0,2.0,0.0,0.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,3.5,5.0,0.0,0.0,4.0,0.0,3.0,4.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.5,0.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,0.0,0.0,0.0,2023,3.5
6649,H3931 ,Local CCP ,AETNA HEALTH INC. (PA) ,Aetna Medicare ,CVS Health Corporation ,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,3.0,0.0,1.0,3.0,0.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,0.0,3.0,2.0,5.0,5.0,5.0,3.0,3.0,4.0,0.0,5.0,0.0,4.0,5.0,0.0,0.0,4.0,0.0,3.0,5.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,3.5,0.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,2023,3.5
6650,H3949 ,Local CCP ,"BRAVO HEALTH PENNSYLVANIA, INC. ",Cigna ,CIGNA ,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,3.0,4.0,5.0,4.0,0.0,4.0,0.0,4.0,5.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,0.0,5.0,1.0,3.5,4.0,0.0,0.0,4.0,0.0,4.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,2023,3
6651,H3952 ,Local CCP ,"KEYSTONE HEALTH PLAN EAST, INC. ",Independence Blue Cross ,"Independence Health Group, Inc. ",4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,5.0,0.0,4.0,0.0,3.0,4.0,0.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,1.0,3.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,3.5,0.0,0.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,2023,5
6652,H3954 ,Local CCP ,GEISINGER HEALTH PLAN ,Geisinger Gold ,Geisinger Health ,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0,5.0,0.0,4.0,0.0,2.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,0.0,4.0,1.0,4.5,4.0,0.0,0.0,5.0,0.0,4.0,3.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,0.0,0.0,0.0,2023,4.5
6653,H3957 ,Local CCP ,HIGHMARK CHOICE COMPANY ,Highmark Inc. ,Highmark Health ,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,0.0,5.0,0.0,4.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,4.0,2.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,4.5,0.0,0.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,2023,5
